file,file_size_bytes,scope,case_id,plot_family,condition,estimator,m,dim,c,beta,samples,locality,repeat,base_seed,sample_seed,error_max_abs,arrays,array_labels
static/locality_static_m0100_c0p1_beta0p5.npz,220749,locality,locality,locality,well,static,100,200,0.1,0.5,,,,100,,,target_hamiltonian;measurement_covariance;omega_matrix;hamiltonian_mask,"{""hamiltonian_mask"": ""Sparsity mask used before computing the max-entry Hamiltonian error."", ""measurement_covariance"": ""Exact measurement covariance used to sample Gaussian data."", ""omega_matrix"": ""Canonical symplectic form Omega."", ""target_hamiltonian"": ""Exact target Hamiltonian H for this parameter set.""}"
locality/locality_sampled_N10000_repeat001_seed403.npz,663372,locality,locality_sampled_N10000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,10000,2,1,100,403,0.24091545689960392,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N10000_repeat001_seed403.npz,663372,locality,locality_sampled_N10000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,10000,4,1,100,403,0.21021118662329852,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N10000_repeat001_seed403.npz,663372,locality,locality_sampled_N10000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,10000,6,1,100,403,0.23978671766117188,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N10000_repeat001_seed403.npz,663372,locality,locality_sampled_N10000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,10000,8,1,100,403,0.21876348582567195,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N10000_repeat001_seed403.npz,663372,locality,locality_sampled_N10000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,10000,10,1,100,403,0.26195568217483634,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N100000_repeat001_seed403.npz,661466,locality,locality_sampled_N100000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,100000,2,1,100,403,0.1585338888787553,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N100000_repeat001_seed403.npz,661466,locality,locality_sampled_N100000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,100000,4,1,100,403,0.03792658192505116,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N100000_repeat001_seed403.npz,661466,locality,locality_sampled_N100000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,100000,6,1,100,403,0.03882508901569803,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N100000_repeat001_seed403.npz,661466,locality,locality_sampled_N100000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,100000,8,1,100,403,0.038593661134126434,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
locality/locality_sampled_N100000_repeat001_seed403.npz,661466,locality,locality_sampled_N100000_repeat001,locality,well,local_sampled,100,200,0.1,0.5,100000,10,1,100,403,0.04159870076467209,empirical_covariance;local_inverse_l2;local_hamiltonian_l2;local_inverse_l4;local_hamiltonian_l4;local_inverse_l6;local_hamiltonian_l6;local_inverse_l8;local_hamiltonian_l8;local_inverse_l10;local_hamiltonian_l10,"{""empirical_covariance"": ""Sample covariance X^T X/N shared by all localities in this locality-sweep repeat."", ""local_hamiltonian_l10"": ""Local Hamiltonian estimate from sampled covariance with locality l=10."", ""local_hamiltonian_l2"": ""Local Hamiltonian estimate from sampled covariance with locality l=2."", ""local_hamiltonian_l4"": ""Local Hamiltonian estimate from sampled covariance with locality l=4."", ""local_hamiltonian_l6"": ""Local Hamiltonian estimate from sampled covariance with locality l=6."", ""local_hamiltonian_l8"": ""Local Hamiltonian estimate from sampled covariance with locality l=8."", ""local_inverse_l10"": ""Local inverse reconstruction from sampled covariance with locality l=10."", ""local_inverse_l2"": ""Local inverse reconstruction from sampled covariance with locality l=2."", ""local_inverse_l4"": ""Local inverse reconstruction from sampled covariance with locality l=4."", ""local_inverse_l6"": ""Local inverse reconstruction from sampled covariance with locality l=6."", ""local_inverse_l8"": ""Local inverse reconstruction from sampled covariance with locality l=8.""}"
